semana_año;producto_idx;tienda_idx;precio_optimo;pedido_optimo_sem1_horizonte;demanda_promedio_sem1_horizonte;shortage_promedio_sem1_horizonte;inventario_inicial_sem1_horizonte;inventario_final_sem1_horizonte
2;7;1;64,13915868919501;0,0;1356,885;0,0;3434,04;2077,1549999999997
2;8;0;38,797051956457636;8182,380000000003;3016,265;0,0;3947,9049999999997;9114,020000000002
2;8;1;40,75263250180977;0,0;2135,555;0,0;3753,835;1618,2800000000002
2;9;0;23,159970761696776;12594,09;4404,065;0,0;6443,72;14633,745
2;9;1;23,95128274689347;21591,11999999831;7289,255;0,0;7834,87;22136,734999998316
3;0;0;36,797100325773314;1270,5400000000009;1984,34;0,0;5239,009999999999;4525,21
3;0;1;38,44985589402984;6028,355;1543,215;0,0;653,3049999999998;5138,445
3;1;0;25,535478177901403;0,0;3791,235;0,0;10855,074999999835;7063,839999999835
3;1;1;24,837122994776802;0,0;5702,28;0,0;14593,514999999985;8891,234999999986
3;2;0;40,45500057182121;7447,640000000001;2614,92;0,0;842,7;5675,420000000002
3;2;1;36,06371969566284;7442,3;2542,315;0,0;1136,5350000000003;6036,52
3;3;0;66,70848599086611;0,0;978,295;0,0;2431,6050000000005;1453,3100000000004
3;3;1;76,62404156287683;0,0;442,955;0,0;718,21;275,25500000000005
3;4;0;33,25055369400537;0,0;7895,49;0,0;16720,94;8825,45
3;4;1;32,40213876251353;0,0;5032,485;0,0;12991,18;7958,695000000001
3;5;0;55,221630752469075;4346,625000000001;1650,065;0,0;1139,3349999999998;3835,8950000000004
3;5;1;57,53331451741518;3303,9249999999824;1321,235;0,0;1131,71;3114,4
3;6;0;98,35090628777726;0,0;1652,705;0,0;2930,2699999999995;1277,5649999999996
3;6;1;90,98164919171458;0,0;2439,475;0,0;3704,265;1264,79
3;7;0;65,74292575894118;5702,5;1743,83;0,0;1520,9549999999995;5479,625
3;7;1;66,37192045308379;4033,7300000000005;1596,135;0,0;2077,1549999999997;4514,75
3;8;0;42,98997761617932;0,0;3353,11;0,0;9114,020000000002;5760,910000000002
3;8;1;42,91158400604455;7916,540000000002;2669,175;0,0;1618,2800000000002;6865,645000000001
3;9;0;23,092864045664342;0,0;5871,38;0,0;14633,745;8762,365000000002
3;9;1;22,33342668894497;0,0;7529,075;0,0;22136,734999998316;14607,659999998315
4;0;0;37,638011734979564;0,0;1939,75;0,0;4525,21;2585,46
4;0;1;35,60653248121435;1645,7999999999945;2011,825;0,0;5138,445;4772,419999999997
4;1;0;28,261346194973168;0,0;3594,83;0,0;7063,839999999835;3469,0099999998347
4;1;1;22,93818199202633;0,0;4680,835;0,0;8891,234999999986;4210,4
4;2;0;41,04652029952045;0,0;1920,235;0,0;5675,420000000002;3755,184999999827
4;2;1;40,26212795579637;0,0;2354,125;0,0;6036,52;3682,3950000000004
4;3;0;70,76198176071328;0,0;746,83;0,0;1453,3100000000004;706,4800000000004
4;3;1;72,73459356676263;1814,3049999999846;598,075;0,0;275,25500000000005;1491,4849999999847
4;4;0;34,646467496307125;0,0;4350,77;0,0;8825,45;4474,68
4;4;1;29,06104837358824;0,0;4360,275;0,0;7958,695000000001;3598,420000000001
4;5;0;58,85827839248315;0,0;1293,67;0,0;3835,8950000000004;2542,2250000000004
4;5;1;57,14028741833108;0,0;1338,095;0,0;3114,4;1776,305
4;6;0;97,10045152543684;6663,424999999999;1691,77;0,0;1277,5649999999996;6249,22
4;6;1;84,99537110344734;7755,770000000001;2295,33;0,0;1264,79;6725,230000000001
4;7;0;59,78113270549803;0,0;1972,35;0,0;5479,625;3507,2749999999996
4;7;1;60,80179241299907;0,0;1436,335;0,0;4514,75;3078,415
4;8;0;41,25124127449852;0,0;3512,06;0,0;5760,910000000002;2248,85
4;8;1;40,145156736902244;0,0;2827,4;0,0;6865,645000000001;4038,2450000000013
4;9;0;23,24115562516193;0,0;4312,77;0,0;8762,365000000002;4449,595000000001
4;9;1;22,672834113328538;0,0;9532,655;0,0;14607,659999998315;5075,004999998315
