semana;tienda;producto;demanda_real;inventario_disp;precio_optimo;orden_inv_opt;demanda_insatisfecha;costo_var;costo_fijo;binaria_ordenar;venta;costo_orden;costo_orden_fijo;costo_dem_ins;costo_inv
4;1;6;3033,33;4972,705000000002;103,59360345316884;3870,44;0,0;62,993;780,0;1;314233,59;243810,31;780,0;0,0;12216,7
4;1;6;4147,67;5809,810000000003;103,59360345316884;3870,44;0,0;62,993;780,0;1;429672,08;243810,31;780,0;0,0;10470,32
1;1;7;4035,0;5087,0;65,60257917117413;0,0;0,0;46,4925;530,0;0;264706,41;0,0;0,0;0,0;4891,01
1;1;7;3286,67;1052,0;65,60257917117413;0,0;2234,67;46,4925;530,0;0;69013,91;0,0;0,0;14660,01;0,0
2;1;7;2166,0;0,0;94,10634014521794;0,0;2166,0;46,4925;530,0;0;0,0;0,0;0,0;20383,43;0,0
2;1;7;1461,67;0,0;94,10634014521794;0,0;1461,67;46,4925;530,0;0;0,0;0,0;0,0;13755,24;0,0
3;1;7;2030,0;2442,871375000127;78,80244611949489;2442,87;0,0;46,4925;530,0;1;159968,97;113575,2;530,0;0,0;1919,54
3;1;7;2421,33;2855,742750000254;78,80244611949489;2442,87;0,0;46,4925;530,0;1;190806,73;113575,2;530,0;0,0;2019,69
4;1;7;2438,0;3489,102750000254;61,69970603137676;3054,69;0,0;46,4925;530,0;1;150423,88;142020,17;530,0;0,0;4886,84
4;1;7;2914,33;4105,792750000254;61,69970603137676;3054,69;0,0;46,4925;530,0;1;179813,3;142020,17;530,0;0,0;5539,41
1;1;8;3420,67;5817,0;37,52944843315007;0,0;0,0;32,3919;530,0;0;128375,86;0,0;0,0;0,0;7762,17
1;1;8;3404,33;2396,33;37,52944843315007;0,0;1008,0;32,3919;530,0;0;89932,94;0,0;0,0;3782,97;0,0
2;1;8;2648,0;1142,35;47,54190142983499;1142,35;1505,65;32,3919;530,0;1;54309,49;37002,89;530,0;7158,15;0,0
2;1;8;2757,0;1142,35;47,54190142983499;1142,35;1614,65;32,3919;530,0;1;54309,49;37002,89;530,0;7676,35;0,0
3;1;8;3229,33;4488,035;38,01094591521996;4488,03;0,0;32,3919;530,0;1;122749,89;145375,98;530,0;0,0;4077,18
3;1;8;4522,0;5746,74;38,01094591521996;4488,03;0,0;32,3919;530,0;1;171885,5;145375,98;530,0;0,0;3967,17
4;1;8;4133,0;5431,97;43,87032696101042;4207,23;0,0;32,3919;530,0;1;181316,06;136280,17;530,0;0,0;4207,61
4;1;8;4078,67;5506,200000000001;43,87032696101042;4207,23;0,0;32,3919;530,0;1;178932,59;136280,17;530,0;0,0;4624,04
1;1;9;7092,33;13811,0;21,12580274215115;0,0;0,0;17,592;530,0;0;149831,16;0,0;0,0;0,0;11819,48
1;1;9;7776,33;6718,67;21,12580274215115;0,0;1057,6599999999999;17,592;530,0;0;141937,3;0,0;0,0;2234,39;0,0
2;1;9;8671,67;3525,760000000422;23,676670562406297;3525,76;5145,909999999578;17,592;530,0;1;83478,26;62025,17;530,0;12183,8;0,0
2;1;9;9346,33;3525,760000000422;23,676670562406297;3525,76;5820,569999999578;17,592;530,0;1;83478,26;62025,17;530,0;13781,17;0,0
3;1;9;9669,0;8780,225000000002;26,918773248512785;8780,23;888,7749999999978;17,592;530,0;1;236352,89;154461,72;530,0;2392,47;0,0
3;1;9;8712,67;8780,225000000002;26,918773248512785;8780,23;0,0;17,592;530,0;1;234534,39;154461,72;530,0;0,0;118,84
4;1;9;10648,0;13092,730000000007;30,16243080299678;13025,18;0,0;17,592;530,0;1;321169,56;229138,88;530,0;0,0;4300,77
4;1;9;10649,33;15469,905000000012;30,16243080299678;13025,18;0,0;17,592;530,0;1;321209,68;229138,88;530,0;0,0;8480,36
